,Day,Month,Unnamed: 0,Name,Date,Content,year
4093,27,8,4919,akaeverywhere,2019年08月27日 22:49  来自 微博轻享版,上班时常还 到  ， 已腻到 行  上班上到心梗，一到下午一堆事砸  头上，真 忙殇  老乡同事痛经痛到蹲 厕所门口走路 走 得，给 发 信息，  舒服，叫 来一下， 速速跑去  第一次见痛经痛到吐 ，全身冒 汗，回 路上 得弯下身子才能走动，看 真 好心疼，当女生实惨,2019
4094,27,8,4920,樱桃小小丸子宝宝,2019年08月27日 22:38  来自 iPhone客户端,性價比超高 爽膚水推薦又到 炎熱 夏天，皮膚問題層出 窮，上班 時候被火辣辣 太陽曬著 坐 辦公室裏，壹整天吹著空調，皮膚變得很幹，紅血絲又多 起來，最近用 DEARSUN遞嫦洋甘菊安肌爽膚水，用著很好用 每天做完清潔工作後， 用化妝棉進行濕敷 它添加 德國金黃洋,2019
4095,27,8,4921,二次元无言,2019年08月27日 21:55  来自 荣耀8 美得与众不同,晚上九点， 洗漱完  做理疗按摩脖子（脖子僵 好几天） 胡总打电话过来问  手机 否有红外线功能，因为她儿子哭闹  看电视，而家  遥控器找 到  她白天   看到 用手机开空调所以想到    想   实 没办法   至于晚上给同事打电话借手机， 把家  地址告诉她让她过来，,2019
4096,27,8,4922,安安Jennie,2019年08月27日 20:50  来自 Android,拯救大脸黄  必备防蓝光辐射喷雾  现 真 超级依赖这款喷雾，太神奇 ，拯救    大黄脸 电脑辐射，空调风，脸 仅会干，长期下来  会长辐射斑 所以 建议大家和 一样， 自备 加湿器或者喷雾，下午喷一喷醒脑，脸干 时候喷一喷超级滋润对 忘记 这个喷雾浓浓,2019
4097,27,8,4923,幸福的小YanYan,2019年08月27日 20:22  来自 iPhone客户端,上班第一天换 换到一肚子火，好 容易搞好卫生又换回大 ，没有风扇又 开空调,2019
4098,27,8,4924,OLGAPIG,2019年08月27日 20:08  来自 iPhone客户端,早上守时八点 到  写写教学计划 被叫去帮忙剪纸到十一点多回家吃午饭 吃完午饭打 局王者 眼皮很重午睡 五分钟 继续玩会儿手机吹空调 下午两点四十几分到   打开空调开到十六度 跟唯一 同龄小伙伴叫 快乐番薯 茉香绿茶 写完 教学计划跟以前 音乐老师闲聊 五点多回家跟老妈去街上买东,2019
4099,27,8,4925,L-STerry,2019年08月27日 19:21  来自 OPPO R9,老师 没有空调 为 让老师去教室待 (⊙o⊙)  那请问校长为什么连教室宿舍 没有空调  为什么学生宿舍和教室 有空调 真实  一间以学生为本 学校 可广东好热    揭阳,2019
4100,27,8,4927,嗑糖小孩Y,2019年08月27日 18:23  来自 华为P9手机摄影再突破,运气  爆 . 空调坏 坐车空调坏,2019
4101,27,8,4928,August杏笙,2019年08月27日 17:33  来自 HUAWEI nova 3,空调开 有点低   刚刚 自觉 抖 三抖 还打喷嚏,2019
4102,27,8,4929,变瘦瘦瘦瘦瘦瘦瘦瘦子,2019年08月27日 17:08  来自 iPhone客户端,来  多 项目上 人大换血， 万工倪工和吴经理 走 ， 从板房搬到 毛坯房，没有空调没有电扇， 可太难 吧,2019
4103,27,8,4930,丿陪你看尽千秋雪,2019年08月27日 16:57  来自 小米8周年旗舰手机,怎么 ？ 这么冷？空调 关  重庆,2019
4104,27,8,4931,-魂蛋蛋-,2019年08月27日 16:31  来自 iPhone客户端,这么热 天， 给力 空调，配上西晒  ， 实 太南惹,2019
