,Day,Month,Unnamed: 0,Name,Date,Content,year
25608,12,12,30715,社死案发现场,2024年12月12日 13:53,地库因为老鼠和男领导害怕 抱 一起 又尬 呜呜，  早晨上班  地库 时候， 刚停好车旁边一辆银白色包浆suv，siu～地一声加速倒车到 旁边 车位 一看  领导 车（他  四十多岁头发秃秃但睫毛长长 脾气 好喜欢撅嘴 很像唐老鸭 男领导）然后 前两天还没憋住， 他面前笑,2024
25609,12,12,30716,hey-敏敏子,2024年12月12日 13:53  来自 iPhone客户端,从工地没暖气没空调没厕所什么人间疾苦,2024
25610,12,12,30717,不想被关注abc,2024年12月12日 13:48  来自 微博网页版,冬天开空调，皮肤干燥怎么办,2024
25611,12,12,30718,四字网友,2024年12月12日 13:41  来自 iPhone 7,这几天连续做同 系列 梦   给那种犯罪组织  修空调暖气，然后  面放媚药 干部开会，几个大老爷们把门一锁，空调一开，老脸一红，唉 刚想起身出去透透气，发现门 被 做 手脚 祝 们幸福,2024
25612,12,12,30721,Charon嘉,2024年12月12日 13:00  来自 微博网页版,中午趴桌子上午休，被 空调热醒,2024
25613,12,12,30723,小桔子的大头,2024年12月12日 12:39  来自 桔子的碎碎念超话,桔子 碎碎念   到现 还没开空调 借用 老婆 暖手鼠标垫 嘎嘎暖和（用 第一天 通宵 ）,2024
25614,12,12,30724,西城城外田,2024年12月12日 12:36  来自 iQOO Neo9,霸王别姬 晴山栖谷（谷香黄茶）⭕大杯热饮七分糖，又买 ，好喝无需 明  甚至 设计款杯子，哈哈，可惜之前  冰箱贴  没注意 时候光速售空    哄自己开心  好消息 午休  空调修好 ，终于可以吹暖气 哈，赶紧跟前几天午休冻,2024
25615,12,12,30725,嘻嘻嘻嘻嘻嘻哈1234,2024年12月12日 12:34  来自 真我GT Neo3,开空调真 舒服 ， 然  🦶 冷死,2024
25616,12,12,30726,墨痕轻浅_585,2024年12月12日 12:27  来自 iQOO Neo8,这么冷 天 还 开空调，感觉 冻死,2024
25617,12,12,30728,是沐晚不是木碗,2024年12月12日 12:13  来自 nova7SE 5G你在焦点在,同事 开 空调   吃酸萝卜,2024
25618,12,12,30729,张宇flyrun,2024年12月12日 12:07  来自 跑步超话,跑步  这两天重庆 ~ ℃已经很冷 ，早上跑步感到蛮冷 ，  允许开空调，只有吃饭时比较暖和，明天 多穿点衣服  重庆,2024
25619,12,12,30730,hh888hhh,2024年12月12日 11:47  来自 OPPO Find X8,昨天下午去镇上 项目部检查资料，靠，那本来 比县城冷几度， 没有空调， 没有大烤火桌， 几个小火炉， 站  还烤 到，冻得 直哆嗦 本来这几天 太劳累，  很舒服，一冷直接高烧  太难绷   两 前  ，  去项目部开会， 被冷得阳  靠再  冬天去项目部,2024
25620,12,12,30731,嘿抬头是cc呀,2024年12月12日 11:22,赖总，    来感受一下   空调，比皮皮 心 还冷呐 别    暖呼呼 ，只有    冷冷凄凄  他们   亲生 孩子，只有   从垃圾桶捡来 孩子吗人怎么可以这样偏心 花贵妃偏心她 亲生崽 算 ，赖总 怎么 这样偏心呐    赖哭，  闹,2024
25621,12,12,30733,小不吃巧克的亦,2024年12月12日 11:16  来自 iPhone客户端,真  理解为什么 开空调 宁愿  穿羽绒服  开空调 每天   来开空调 搞 好像 多么怕冷多么矫情一样 开十分钟 喊热  开窗   坐 空调底下穿 羽绒服当然热   会脱外套嘛 为什么非 让 穿成一只熊 为什么 让   穿成一只熊,2024
25622,12,12,30734,差不多上学人,2024年12月12日 11:10  来自 HarmonyOS设备,脚和小腹两种 同 冷谁懂，冬天痛经早八当牛做马，  空调 吹 到 ， 写东西但 一点讲话声  无法集中，烦躁脑袋真 昏昏沉沉,2024
25623,12,12,30735,一锅来份旺旺掀被,2024年12月12日 11:09  来自 OPPO Reno12,直接  跳 一套操爹  让开空调  吵死他们热乎多,2024
25624,12,12,30736,YoYo_KSAn,2024年12月12日 11:06  来自 iPhone客户端,最近太冷 昨天和领导去其他学校听课 发 一包烟别人学校 学生  可爱看到 问    来做老师    太美 哈哈每天  回去睡一觉再起来看电视明天又到星期五  太快喽 空调已经开启  幸福这周三天 没有 学校吃晚上周末张锦涛来学校给 带 一盒车厘子 并且洗好 放   床边,2024
25625,12,12,30737,九爷_小时候,2024年12月12日 10:56  来自 iPhone客户端,今 总结经验 一到冬天 开空调眼睛 觉得 舒服蒙蒙 ，眨 很去 买 护眼片又可以继续吃,2024
25626,12,12,30738,太阳只是出来偷偷看一眼,2024年12月12日 10:09  来自 iPhone 15 Pro Max,没有  空调 将 一座冰雕,2024
25627,12,12,30739,冰冰blinblin,2024年12月12日 09:56  来自 iPhone客户端,谁 公司这么抠门呢，这么冷 天  开空调   这儿坐 处理数据冷  皮肤痛，好想去实验室吹空调，可 数据好多,2024
25628,12,12,30740,火锅君-,2024年12月12日 09:50  来自 iPhone 11,早上吃太多碳水 现   吹空调捂暖手宝 困 想睡,2024
25629,12,12,30741,舒淼来财,2024年12月12日 09:49  来自 Xiaomi Civi 1S,等明天回 ，空调怼到 ℃，开成龙卷风模式  洛阳·中国一拖中试基地,2024
25630,12,12,30742,Lindaloveuuuu,2024年12月12日 09:47  来自 iPhone客户端,温度 - ，  开空调,2024
25631,12,12,30744,超级可爱小熊软糖,2024年12月12日 09:29  来自 iPhone 16 Pro,空调暖风每天开  太足 ，感觉自己 被吹成干尸,2024
25632,12,12,30746,sbdicndw,2024年12月12日 09:15  来自 微博轻享版,开空调空气 流通 脸超容易发红发烫前一天往 拿 个扇子第二天空调芯片被拆  给用啦哈抠抠搜搜得祝您生意兴隆（鞠躬,2024
25633,12,12,30748,Huujia_大号被夹,2024年12月12日 00:06  来自 HUAWEI Mate 60,整天看到一大群人逼逼ai抢人饭碗天塌啦，比 世纪带英工人砸机械还蠢 先  它ai给传统制造业 生产制造有个🐦 帮助，算 算得上个🐦 工业革命，现 它 算替代 给替代   吹空调吹出病 那些🐮🐴，生产车间  技术师傅它ai能代替个屁呀，拿扳手来帮 调个轴？坐  那些还,2024
25634,11,12,30749,我超可爱-X,2024年12月11日 23:43  来自 Xiaomi 14,告诉  人中长痘 原因 什么   能理解 难道 上辈子 个 本人吗   管  世界总会毁灭 如图，虽然  好看，但  很好吃 厨神天赋回归  哈 晚上本来想点外卖吃吃 回家路上想到同事 忠告可能这个   发工资 所以转道去逛超市 超市瘦肉可以切片片和丝太好,2024
25635,11,12,30750,就着黑巧克力喝黑咖啡,2024年12月11日 23:42  来自 iPhone客户端,们  热空调 绝对牛掰 昨天下午俩小时给 吹 鼻子又堵,2024
25636,11,12,30751,就分我一口,2024年12月11日 23:34  来自 HUAWEI Mate 70 Pro+,明天带去 用怎么会 让用空调呢,2024
25637,11,12,30752,炙热纯牛奶,2024年12月11日 22:19  来自 Redmi K70,讨厌冬天 N个理由之早上起床很困难·南方湿冷被子湿冷衣服湿冷·体脂低 耐寒· 坐久 冻手冻脚·开空调皮肤干·没有暖气·穿得很臃肿·穿脱衣服很浪费时间·食堂饭菜容易冷·光冷还 下雪·健身 热身很久·宿舍没有浴霸洗澡很冷·手搓衣服很冷· 出太阳 话心情 很阴沉·性欲降低· 能裸· 能🔒,2024
25638,11,12,30753,蒋蒋碎碎念_,2024年12月11日 22:08  来自 iPhone客户端,🧩plog ️⃣ 后大厂打工 记👋又见面啦宝子们 欢迎来到蒋蒋 碎碎念最近忙坏啦  底大家  开 完 会呜😭睡眠质量  好  觉得 需 好好休息一下记录一下  ootd～最近  空调温度好高闷闷   个脸 红红 hh没事出来呼吸呼吸新鲜空气咯 中午吃食堂啦这两周,2024
25639,11,12,30754,狐狸嘴筒子捏捏体验馆,2024年12月11日 21:57  来自 颜良烘焙中iPhone 15 Pro Max,小 时候可能因为比较贫寒，家 每次买 柿子  那种特别涩 口感，虽然蛮甜 但 特别特别涩 而且 知道为什么每  货必有柿饼（可能 因为寓意吉祥吗），那种裹 霜糖 柿饼，超级甜，但 口感 有点涩，总之 太好吃，但  没太多别 ，吃一下聊胜于无 长大一点有 吃什么 选择权之后，很长,2024
25640,11,12,30756,康安kangan,2024年12月11日 20:02  来自 vivo手机,降温 ，降温 ，什么时候能打空调 ？  空调什么时候能打呀？冻死,2024
25641,11,12,30758,sjzxz,2024年12月11日 19:36  来自 Redmi Note 11 Pro,度，相信吗，下午 还开 空调,2024
25642,11,12,30759,是你的夏小姐啦,2024年12月11日 19:28  来自 iPhone 15 Pro Max,这一条 写 很久很久才写完，因为最近一直 思考 问题    整个少女时代，被「没苦硬吃」和「先苦后甜」硬控， 才彻底想明白 其实很多 前朋友 给 总结过一句「小姐身子丫鬟命」 还 以为然，后知后觉才知道这    没苦硬吃 和没苦硬吃,2024
25643,11,12,30760,水笔仔APRIL,2024年12月11日 18:07  来自 HUAWEI P40 5G,很想骂脏话 自 中心到无法进行正常沟通 碍眼同事怎么活到这么大 ，没有人揍他吗？ 最初 疑惑逐渐变成崩溃 暴怒，抓到机会 大骂特骂 道路上 车  卫生间隔间 消防通道 ，无孔 入 烟味， 屏 呼吸咒骂 杂乱无章 文件包，完成整理后又 再一次整理 文件包，繁冗重复 工作，,2024
25644,11,12,30761,喵姐爱说话,2024年12月11日 17:41  来自 微博网页版,学校搬家前 最后一周，门坏 ，灯坏 ，人事  空调 坏 ，目前 百废 打算兴 状态 今儿公司群还为 新校区教室命名吵翻  那么，请大家 下面投出您 宝贵一票  留学语培学校 教室怎么起名字又营造学习氛围又酷炫好玩,2024
25645,11,12,30762,檀多多你压压压我头发了,2024年12月11日 16:03  来自 OPPO Reno7 5G,哭  记得上一次拔智齿 手术 还  重庆 妈妈开车带 去拔 回来   躺 沙发上快乐追剧爸爸  家  晚上吃 什么  记得  但总觉得遭什么罪而现 咧 早上顶 冷风迷迷糊糊 去牙防所排队 真 很疼 打 两针麻药 疼   压  医生差点把 下巴给翘脱臼 中午睡觉 冷冰冰 睡 一会 觉得还 去,2024
25646,11,12,30763,今天太阳先生出来了吗,2024年12月11日 15:58  来自 iPhone客户端,绿色选择 很开心参加 学校组织 “三色赋能，绿色铸魂”活动，通过参加环保知识调查问卷 环保垃圾绿色分类等活动，  绿色环保 健康出行 生活 意识得到 大大提升，对于 常生活物品 分类 更加熟练 上手   青 倡议 居家生活• 节约能源 离开房间随手关灯，将电器插头拔掉，减,2024
25647,11,12,30764,见欢_2333,2024年12月11日 15:53  来自 OPPO随光而变R17,昨晚 个很温暖快乐 场景 们 空调房 闲聊天，低噪音呜 轻响，吹出舒适 暖风， 听 他们 讲话昏昏欲睡，脑子像时间久有一点生锈 卡条，反应变得迟钝起因 余xh想上去找张wp他们聊天，她问 有没有课，  没有，  可  跟他 没什么好  ，她 拉  去，因为陈yj有课去上课 ，她,2024
25648,11,12,30766,Seik0Twinkle,2024年12月11日 13:03  来自 蛋坨的iPhone客户端,最幸福 事 握 两颗茶叶蛋去吃午饭，闷头走得很快， 这么凑巧看到一只咪坐 灌木丛 抬头看 ，眼神像空气一样潮湿，毛毛尖 被水浸湿打缕成一簇簇  举 伞蹲下摸摸咪 脑袋，想从包 掏出纸给它擦擦，突然路过三四个女老师 哎呀这个小猫长得好漂亮哟，走吧跟 们去 吹空调 咪真 跳,2024
25649,11,12,30768,溪溪大人,2024年12月11日 12:15  来自 华为Mate XT 非凡大师,这个话题让 想起来  前 们买车时候 纠结，当时没啥钱， 雅阁和景程之间二选一，最后为 足够 空间选 景程 这种白玫瑰红玫瑰之间 竞争，总会让人 事后产生 自觉 小小悔恨，因为景程虽然挂 个雪佛兰 标，但本质上这 辆韩国大宇车 虽然绝大多数人 知道，,2024
25650,11,12,30769,妮子的夏天,2024年12月11日 11:58,姐姐 老家 雨夹雪 ，很冷 上海昨天   下雨，湿冷湿冷   娃们 去学校 ，家 安静 让 觉得有点 适应，感觉更冷  开空调 没啥温度， 这会直接躺床上  突然觉得还 上班好 ，  穿一件 觉得热  这才休 三天 开始想上班 ，准确   想  温度，果然 个牛,2024
25651,11,12,30770,雪雪雪雪雪子W,2024年12月11日 10:01  来自 iPhone客户端,️⃣ 入坑第一天☝️ ️⃣ 北京 紫光园 奶皮子酸奶🥛 ️⃣  开空调第一天 干燥 直接上大泡  ️⃣ 和任 开心时刻🥳 现学 手势舞跳起来还 错呦 ️⃣ 亮点 哪  🧐 发现 吗 ️⃣ 吃到 好朋友 连夜 从北京 带回来 奶皮子酸奶 ️⃣ ️⃣ 同事冒,2024
25652,11,12,30771,最适合千切屁股的厕纸,2024年12月11日 01:09  来自 穗穗平安日记本超话,穗穗平安 记本  好烦，想睡觉又睡     感冒有点严重 ，流鼻涕还有点咳嗽 上午先帮方工整理 他今  产品和销量；开会做会议记录；改ppt 没改完 而且好冷， 空调坏   还学 一会儿舞蹈 但 又花好多钱，买 胶囊咖啡，给琴付运费，买洗衣液留香珠，还买 hjj饼干礼,2024
25653,10,12,30772,进击的巨人曾可达,2024年12月10日 21:46  来自 日常超话,想赖床下雨时光摘菜一箩筐楼上楼下晃荡自己做饭有营养萝卜炖咸鸭滋味香雨水 蓬顶砰砰嗙嗙打开广播让耳朵听个响加点班整理资料打印文档明天还 出去备案签字盖章 人   面空气冰凉把毛衣套上之后又把羽绒服穿上懒得把电脑搬到空调 房间去组装晾衣服时发现 门口 路灯特别亮,2024
25654,10,12,30775,花生家的皮皮风,2024年12月10日 20:26  来自 HUAWEI Mate 60 Pro,交接 客户越来越多，工作量有所增加，体力开始略显 够用 周五  让开空调冻感冒 ，鼻塞咳嗽睡 好， 下午又有客户来访，一通接待楼上楼下 跑 好几趟，属实累瘫 停滞 好几   会今 又办 ，每个公司需 出个节目 以前 们部门几乎  出节目，今 又被行政邀约，好家伙儿，,2024
25655,10,12,30776,布要再吃了,2024年12月10日 19:17  来自 PuffBenny iPhone 14 Pro Max,“过来抱紧 吧活出今   们向 明天出发吧” 打心底 好喜欢冬天  但 实话有些负担  它 肃杀和冷清  喜欢 冬天 回溯 应 叽叽喳喳叫 空调怎么 得劲儿 腿上盖 毯子或者一件外套 身上还 裹紧羽绒服 三楼教室 幻想 应 裹 围巾戴 手套和朋友贴 一起掰同一根冒 热气红薯 飘雪街道,2024
25656,10,12,30777,反派冰,2024年12月10日 18:51  来自 iPhone客户端,昨天晚上 到十点半 睡觉  凌晨一点三十六迷迷糊糊 醒来 感觉身上冷冷  开 空调 中间翻来覆去 一直断断续续 醒来 六点多全身上下实 难受 眼睛尤为 舒服  以为 没睡好导致   敷  眼贴 到七点该起床  一点力气 没有 勉强站起来 浑身上下疼 厉害 呼吸困难 又猛 倒 床上 当时吓  行,2024
25657,10,12,30778,2023级护理学二班,2024年12月10日 16:07  来自 荣耀90 写真相机,环保行动 从 做起，为地球贡献一份力量 这个蓝色星球上，每一寸土地 每一片海洋 每一口清新 空气，  自然赋予 们最宝贵 财富 然而，随 工业化进程 加速和人口  断增长，环境污染和生态破坏 益严重，地球母亲正 悄然发生 变化 面对这一严峻形势， 们每个人 应该承担起保护环境,2024
25658,10,12,30779,十七联合办公选址,2024年12月10日 13:46  来自 iPhone 15,给大家分 一家黄浦区九号线打浦桥站地铁口 一家联合合 空间，这个联合 空间近几 刚装修，有前台接待以及对入驻客户进行服务 这   按间出租，价格含水电网络空调等，可以注册，可以配合拍照 靠窗三人间，采光通风 很 错，人均 到一千  ，主打性价比 欢迎咨询呢,2024
25659,10,12,30780,超大碗糙米薏仁汤,2024年12月10日 11:03  来自 耳机在昨天iPhone客户端,谁懂 这个含金量🥰此刻    人空调打到 度 灯全部关掉💤音乐🎵随便外放如果可以 话 现 能超大声地嚼嘎吱脆 薯片（可惜 戒零食咯嘻嘻躺   小躺椅上悠哉悠哉听隔壁考场老师🧑‍🏫跟 讲隔壁学校 瓜偶尔坐起来喝两口早上出门老妈泡好 红枣枸杞茶太舒服啦这才 上,2024
25660,10,12,30783,振作起来弥勒一族,2024年12月10日 09:27  来自 华为畅享10 Plus,昨天 梦很有意思 梦到老家 一条街道，街边种满 梧桐树，秋风萧瑟，街上没什么人，空气好像  黄色 ，或者像糊 一层黄色 滤镜 右侧，超市旁边， 记得穿过报亭，那 原来 个五金店 很空 门市 有一张麻将桌， 大约  吉普赛发型 外国美女，和另一位 纪长一点 中国大爷正 辩论，,2024
25661,9,12,30786,拜拜汤圆,2024年12月09日 23:31  来自 HUAWEI P60,学习碎碎念由于上周末忙 补觉拖沓 学习进度于  中午没有回宿舍午休  看 趴 半小时然后接 看书上 一下午课  到 晚上勉强看 一小时书回宿舍洗澡谁懂 暖呼呼 空调  太好睡所以 又从晚上八点开始睡到九点半强制定闹钟起来接 学 但 外国教育史好难 之前学,2024
25662,9,12,30787,Boromi_,2024年12月09日 20:29  来自 微博轻享版,蓝宝这次取暖器， 真好看， 随便拍拍   舍得给图片压花字那种好看，经得起各种细节图 好看～灰橙色特别正，雾雾 那种橙色，非常 各位，摆哪 顺眼， 白天干坐 打字干活看剧看书有这么一台足够，自身 重，随手 能拎起，楼上楼下 轻松应付 ，冬季取暖    讲特一通，个人习惯,2024
25663,9,12,30788,芒芒小狗,2024年12月09日 19:05  来自 微博轻享版,最高温度只比昨天低一度，但  太冷     看到 人还穿 T恤薄外套， 们  开空调 ，记得 第一天穿袄 时候那个人还 穿短袖  爸  天天早上看到体校有学生早上晨跑还穿 塑身单衣，每天早上 跑   那她们 跑习惯 ，跑步能分泌多巴胺， 跑还 行 去 冬天下这么,2024
25664,9,12,30790,比奇堡高冷路人甲,2024年12月09日 15:13  来自 是e不是iPhone 13,晕车真  非常严重 问题 首先做  导游 无法想象 摇摇晃晃 大巴上拿 喇叭给游客们讲解景点 可能其次假如   运动员  需  达到异国 第二天进行比赛 但  晕车 那完  前一天晚上 根本没有能力训练最后连 空调开暖气 有同样 车内 味道  真  yue  丧失,2024
25665,9,12,30791,苏米鱼,2024年12月09日 08:28  来自 HUAWEI Mate 40 Pro,三明治穿搭法 室外温度- 到 度今 穿搭 加绒背心+羊绒衫+超厚长款羊绒大衣 底下一条加绒贴腿厚卫裤+厚底鞋 穿搭感受 车 地下车库，开车上班没感觉到冷 下 车，因为站 操场升旗 分钟，有点冷，整体还算可以 回到 ，开空调得脱掉大衣 穿搭反馈 上衣 可能 羊绒大衣宽松,2024
25666,8,12,30792,张释之挚,2024年12月08日 23:24  来自 iPhone客户端,倒数 几小时，躺 床上，床头一尺远 台灯拉长 回忆 声响 地铁门关闭前警报灯 闪烁，蹚过暴雨积水 皮鞋 冒泡，绿灯倒数 第十秒，戴墨镜 女交警吹响挂 胸前 哨，为检查准备 鲜花站  桌子上，等待陆续进来参加交班 人，监护仪上 波形 跳动，头顶 空调 转，窗外 树 台风中摇晃卧,2024
25667,8,12,30793,蛋黄不咸,2024年12月08日 21:30  来自 微博 weibo.com,十肽霜这样涂抹，嫩脸淡纹直接最大化🙋🏻‍♀🎁  位姐妹，送火星精油正装，叠加面霜，秋冬保湿抗皱 分 最近早晚挤地铁，进 又 空调直吹，脸颊又干又痒，还有干出纹纹路路 架势，火速回购 一罐十肽霜，全能抗打还  靠这罐 先挖一勺面霜， 掌心均匀揉搓开后，从脸颊开始斜上,2024
25668,8,12,30794,涵涵V手作,2024年12月08日 10:15  来自 iPhone客户端,早上空腹来杯姜枣膏水吧 暖暖 ，具有促消化 健脾益胃 补气养血 驱寒气 功效呢 姜枣膏特别适合常  空调环境工作 人群，比如  商场等 空调 冷风将寒湿带入人体内，引发颈椎病 腰痛 咳嗽甚至肥胖等问题 喝些姜枣膏水，可以帮助把这些寒湿排出体外，许多小毛小病 随之而解,2024
25669,7,12,30795,脸亿点点圆O,2024年12月07日 21:21  来自 iPhone客户端,慢慢 习惯 自己 工作强度，往 报道  最头疼 时候 ，今  发现自己已经可以从疲惫 工作点滴中寻找幸福 时刻～  磨店 真 很困 趴桌子眯 一会 醒来发现一位班主任老师给 开 一台热电风扇？（新装修  没有还没配空调），还给 搭 一条毛毯 腿上，醒来一点  冷😬 校区碰到,2024
25670,7,12,30796,书玄用心选,2024年12月07日 20:11  来自 书玄用心选的小店,Kappa/卡帕仿兔毛绒毛毯加厚冬季 午睡毯沙发盖毯空调毯  有点难过， 最喜欢 女神删  ，因为   工资还没发， 想  那款包 下次再买给 行吗， 花呗借呗 透支  她  句，死穷鬼 删    很难过， 最喜欢 女神离开   生活，没关系，生活嘛， 还  振作起来为  那,2024
25671,7,12,30797,狄朵与埃涅阿斯,2024年12月07日 13:51  来自 微博轻享版,难怪昨天 一整天大脑 晕晕沉沉，伴随 难以忽视 沉闷 头痛 吃 止痛药好一会儿，才感觉恢复清明  使劲回忆， 因为 晚上睡觉时没关窗吹风 ？还 洗完头没及时吹干？还   空调开低 ？还好 起来一切正常 但   打完球回来，突然，来 经  一切  舒服 找到 原因 最近几,2024
25672,7,12,30798,简小河,2024年12月07日 13:06,睡到十点多， 自然醒，醒连 梦，梦  电话永远打 通，号码 记得，按键  灵 阳光好，猫很乖，起来喂猫做饭，身体既舒适又疲倦，意识 兼迷糊和清醒 这周头疼，上周 头疼，时好时 好 ，请假休息一天，没好， 没更坏， 常活动 还使得  很热，车上空调打开 疼，冷点  疼，可,2024
25673,7,12,30799,亿口都不吃,2024年12月07日 12:31  来自 iPhone 16 Pro,想吃冰激凌 项目上最近 镇冰激凌质量一般 前天他去离家四十多公  地方办事情， 回来 时候给 买质量好一点 冰激凌 尽可能 让冰激凌化得 那么快 一路举 对 空调出风口 虽然到家还 化 但心思真 好 上次 想突然想喝可乐   去 近 镇，买完回来举 对 出风口， 拿到 时候还 冰冰凉,2024
25674,6,12,30800,背风吹吹,2024年12月06日 23:09  来自 荣耀30 5G,走进值班室准备午睡，发现  床铺又又被动过 被子明显   铺 样式，惊讶和 爽立即涌 上来 仔细一看，居然还有两个脚印 被子上有两个脚印？ 主印和雨佳 没有什么反应，肯定  她们两个人 算 ，  们几个人 这间值班室， 至于弄脏  被子 睡醒之后还,2024
25675,6,12,30801,喜欢吃人的一只鬼,2024年12月06日 22:27  来自 地狱iPad Air,上午没干什么活，下午有点忙但 下班前两小时弄完 很开心，快乐地刷手机，做同事姐小孩 数学竞赛题 下班前半小时领导来 们 溜达 一下发现 很闲所以张口 让 帮他写他 发言稿下周一交，懒狗  真 恨他 已经   心中完美 周五 下班还 按原计划出行,2024
25676,6,12,30802,我倒要看看是谁想谋害本宫,2024年12月06日 16:26  来自 HUAWEI Mate 50,好累  知道 因为冬天到 精气 足 还 晚上打扫房子累  白天上班 无法思考 开空调，关门又闷每天  知道 干什么这几天早上五点多醒一次，起 来，八点多 还起 来，很累房子打扫翻新什么 还找卫通帮忙白天坐  感觉眼睛一闭上 睁 开 漫漫人生，好想趁 现 还对外面,2024
25677,6,12,30806,锚点降临,2024年12月06日 13:53  来自 微博网页版,新品速递 | 黎寒之骑·朝晖全新换装「热气淋漓 秘书」“偏好”系列时装——热气淋漓 秘书工作  清晨下起 雨，当 冒 雨回到  时候，  私人秘书已经给 准备好   工作事项以及和战员们约会 程  过，她和 一样忘记带伞，再加上室内空调“好巧 巧”地出 故障——令人燥热,2024
25678,5,12,30809,瘦到八十斤就漂亮了,2024年12月05日 22:53  来自 iPhone客户端,还挺喜欢武汉 ，七 来 武汉，夏天没有大家  那么热，可能  因为天天早晚上下班电动车，中午只    出去， 感受 到热热 温度，晚上下班回家 宅进空调屋 今 武汉 秋天 格外长，大概 九 份 没开空调 ，温度凉快，每天晴天，下雨 时候特别少，这让骑车上下班 打工人真 狠狠,2024
25679,5,12,30812,经方中医张先生,2024年12月05日 15:02  来自 荣耀20青春版,为什么阳虚易生癌？何为阳虚？（二）阳虚体质 容易生癌，那   们这个体质以前出生下来 时候  平和 ，但为什么慢慢这个体质 转化 ，转化为爱生癌 这种体质 呢？ 们先来看这个问题  们看哪一种情况 最易导致阳虚 呢？  因为 轻 时候以前爱吃生冷  还 因为最近缺乏运动   和,2024
25680,5,12,30813,cnn_yb,2024年12月05日 11:52  来自 Redmi K60,随时随地，问问小艺华为小艺 智慧生活，触手可及体验记录 随时随地，问问小艺 忙碌 生活节奏中， 发现  得力 助手——华为小艺 无论  家中  还 旅途中，只需一句简单 呼唤，小艺 能迅速响应，提供所需 信息和服务 下面，带大家看看,2024
25681,5,12,30815,Yis-YB,2024年12月05日 10:04  来自 iPhone客户端,苏州五院（传染病医院） 第一周相城真 好远 ，每天去 分钟，回 分钟通勤 半小时天冷 后，开空调，每天开车  晕车 真 少数开车 人 晕车 头胀，头晕，困，眼睛睁 开每天  经历堵车 分钟，开吐 医院 每天戴n ，缺氧医院外面 小吃摊  卧虎藏龙  有三孕妇，?,2024
25682,4,12,30818,ybcyqtz,2024年12月04日 21:46  来自 Xiaomi 14,下午五点多 时候突然感觉手脚冰凉大脑呆滞觉得状态 太对，一量体温 . ，虽然 高但 其实 自己能明显感觉   烧起来 同时开始迅速 发冷， 开 空调   面穿羽绒服因为精神状态太差所以直接下班回家 看 体温从 . - - . - . - 但 因为这次发烧没有任何感冒症状，  突然间,2024
25683,4,12,30819,小付五个胃,2024年12月04日 21:42  来自 iPhone客户端,该怎么形容这种感觉呢晚上 外面下 雨   开 空调 大家  做 自己 事情有人 学习 有人 玩游戏 有人 吃东西 突然音响 播放 一首陶喆 歌 大家 开始轻轻 哼唱起来 太温暖  太幸福 真 很喜欢ahu 真 很喜欢大家 每 幸福 瞬间 想记录下来gt大晚上给 送银耳汤z l,2024
25684,4,12,30821,吓得我妙脆角撒了一地,2024年12月04日 18:37  来自 OPPO Find X8,X 每次提醒 系统更新   特别激动 好多小功能噢 拿手机把客户发 图片一秒转换成ex el发给 同事 时候真 爽死 哦对， 还有一件特别幸福 事，前几天销售部 给 们每人发  橙子， 吃完  还想吃（因为开空调  真 很干）， 问 同事有没有剩下来没吃，他 他 吃,2024
25685,4,12,30822,卡林Kcalin,2024年12月04日 15:41  来自 微博网页版,秋冬降温真 慌， 有保暖秘密武器一场秋雨一场寒，随 秋冬季节 来临，气温逐渐下降，人们开始寻找各种保暖方式 而 今 却格外淡定，因为 有 保暖秘密武器 — 空气能热泵  过去，每到秋冬，传统 取暖方式如空调 电暖器等， 么制热效果 佳， 么耗电量巨大，让人  受温暖,2024
25686,4,12,30824,-旷野o,2024年12月04日 11:51  来自 Xiaomi 14,创业人 合集🥰刚刚创业 找  共   真 很哇塞广州共  优势大总结[ ]还能有啥优势  个字便宜![超便宜][超便宜][超便宜][ ]水电网络 物业空调家私通通 包! 位置多多!越秀 天河 荔湾 海珠[ ]这些区域 有 位置可以选专业团队专业服务[灯泡][灯泡]共,2024
25687,4,12,30825,Enya227,2024年12月04日 10:53  来自 微博轻享版,把他从“烟雾缭绕”  给劝到 一间无烟 工作， 尽力坐地离这个老头儿远一些 无奈这老头已经腌渍入味 ，他浑身上下 散发出浓郁刺鼻 三手烟气味儿，空调 风 这么源源 断地经过他吹向 ，还有他张嘴 话 时候，  股子烟味儿，还有他 空中比划 手  他离席之后空气中  挥之,2024
25688,31,12,30826,对呀我就是很漂亮,2024年12月31日 22:20  来自 iPhone客户端,工作结束啦，下午  过 特别滋润，开 空调，热 把厚外套脱掉，真喜欢这种清清爽爽 感觉希望呢   能够 大胆一些，开心最重,2024
25689,31,12,30827,极快,2024年12月31日 21:14  来自 iPhone客户端,谁家公司冬天 给开空调  哦原来   老板娘找借口 空调会漏水 而且 开 还 离 很远 那台 离 近 墙上  没告诉 可以用 老板回来还当 老板面继续 冬天空调漏水 给用 坏   修呗 冷 让员工冷   铁人  所有空调  装饰    为什么 这工作很奇怪,2024
25690,31,12,30829,未来均可期,2024年12月31日 20:32  来自 Android,最后一天， 有点意思  原本定于元旦上午 瘦西湖打卡健身跑，结束后抽奖 活动，因领导意志改为  下午 早上出门前， 看 天气预报，和前几天比， 算冷 考虑到活动  点左右开始，走起路来肯定 冷，且入冬以来，  外套  呢大衣，  一点  冷， 短款羽绒服，应该,2024
